PassengerId,Survived_pred,Prob
1196,1,0.8632830176812035
1197,1,0.8053222961532279
1198,0,0.330590971065606
1199,1,0.7808470025531197
1200,0,0.1708323160249535
1201,0,0.44143873893142205
1202,0,0.15401343963763098
1203,0,0.16443397943305507
1204,0,0.14228021679058275
1205,1,0.8286991825736114
1206,1,0.8786479591408917
1207,1,0.864392989419289
1208,0,0.4101748911004342
1209,0,0.15348877987645787
1210,0,0.14197285951696584
1211,0,0.1429534019226431
1212,0,0.1414343227917353
1213,0,0.1566169267992695
1214,0,0.1397876299918465
1215,0,0.15052382681314644
1216,1,0.873629667119808
1217,0,0.1411609227129516
1218,1,0.8062262464325329
1219,0,0.1810006583305377
1220,0,0.13424970155317473
1221,0,0.14792913937257487
1222,1,0.795475585036608
1223,0,0.15336141329570624
1224,0,0.15216387962685043
1225,1,0.7867506789181834
1226,0,0.1420277967932027
1227,0,0.1514883456007176
1228,0,0.14272302146015664
1229,0,0.1149335526585615
1230,0,0.15761801154464045
1231,0,0.15216733407494185
1232,0,0.15844416762384672
1233,0,0.14644999184931395
1234,0,0.4295471284640643
1235,1,0.7394554523977787
1236,0,0.07662132606676463
1237,1,0.5745475743580892
1238,0,0.1397876299918465
1239,1,0.6163413264330089
1240,0,0.14185273241966723
1241,1,0.883696288049763
1242,1,0.8877820171693377
1243,0,0.13856942815764134
1244,0,0.24105322853507638
1245,0,0.14015322929411383
1246,1,0.7964240378952467
1247,0,0.1529252313706269
1248,1,0.8096595077040307
1249,0,0.1426829899684915
1250,0,0.15019314136523057
1251,0,0.44222605616638966
1252,0,0.17951193806841834
1253,1,0.9148992426194836
1254,1,0.883696288049763
1255,0,0.14305374949269672
1256,1,0.8979196935967168
1257,0,0.4238064131676747
1258,0,0.1471421079722105
1259,1,0.6559376337581603
1260,1,0.8855100005042871
1261,0,0.12788661417583586
1262,0,0.15348119891539957
1263,1,0.8620860006617731
1264,0,0.1564650662675515
1265,0,0.15298412848760556
1266,1,0.9125823572923903
1267,1,0.8492788953333296
1268,0,0.3026552471830784
1269,0,0.14673079968825872
1270,0,0.15446945313261212
1271,0,0.12788866090906909
1272,0,0.15019314136523057
1273,0,0.14928168696865757
1274,1,0.5488984400207179
1275,0,0.4856582008811517
1276,0,0.13961281970763392
1277,1,0.863385494756876
1278,0,0.141490402809914
1279,0,0.14426395035701417
1280,0,0.1517367782273689
1281,0,0.12720614391274396
1282,0,0.16720420730198293
1283,1,0.9094001887819056
1284,1,0.5342356305591944
1285,0,0.15090253126914752
1286,0,0.05170800837242065
1287,1,0.8969838907925637
1288,0,0.14889160405969393
1289,1,0.9196612228698681
1290,0,0.14311964951397202
1291,0,0.15268321012111344
1292,1,0.8769038174410301
1293,0,0.13698257880691544
1294,1,0.9032498502477558
1295,0,0.20417616400300745
1296,0,0.22213567900591816
1297,0,0.1510622445974061
1298,0,0.14262416117844506
1299,0,0.3787472627185981
1300,1,0.8632463767014008
1301,1,0.8171823720021916
1302,1,0.8632830176812035
1303,1,0.8793352240722125
1304,1,0.5214712049870213
1305,0,0.14291089869228546
1306,1,0.8869352843397491
1307,0,0.15238597059790426
1308,0,0.14291089869228546
1309,0,0.11594430700962562
